cboid,cbodesc,cbotrans,iscoid,iscodesc,cbo_currno,isco_currno
"8-51.50","Montador de equipamentos elétricos (instrumentos de medição)","Electrical-equipment assemblers (measurement devices)","8282","Electrical-equipment assemblers",2198,479
"8-51.60","Montador de equipamentos elétricos (elevadores e equipamentos similares)","Electrical-equipment assemblers (lift and similar equipment)","8282","Electrical-equipment assemblers",2199,479
"8-51.70","Montador de equipamentos elétricos (aparelhos eletrodomésticos)","Electrical-equipment assemblers (household appliances)","8282","Electrical-equipment assemblers",2200,479
"8-51.90","Outros montadores de equipamentos elétricos","Other electrical-equipment assemblers","7241","Electrical mechanics and fitters",2201,359
"8-52","Montadores de equipamentos eletrônicos","","","",2202,
"8-52.10","Montador de equipamentos eletrônicos, em geral","Electronic-equipment assemblers, general","8283","Electronic-equipment assemblers",2203,480
"8-52.20","Montador de equipamentos eletrônicos (estação de rádio, televisão e equipamentos","Electronic-equipment assemblers (radio, television and radar)","8283","Electronic-equipment assemblers",2204,480
"8-52.30","Montador de equipamentos eletrônicos (aparelhos médicos)","Electronic-equipment assemblers (medical devices)","8283","Electronic-equipment assemblers",2205,480
"8-52.40","Montador de equipamentos eletrônicos (computadores e equipamentos auxiliares)","Electronic-equipment assemblers (computer and similar devices)","8283","Electronic-equipment assemblers",2206,480
"8-52.50","Montador de equipamentos eletrônicos (máquinas industriais)","Electronic-equipment assemblers (industrial machinery)","8283","Electronic-equipment assemblers",2207,480
"8-52.60","Montador de equipamentos eletrônicos (instalação de sinalização)","Electronic-equipment assemblers (signalling instruments)","8283","Electronic-equipment assemblers",2208,480
"8-52.90","Outros montadores de equipamentos eletrônicos","Other electrionic-equipment assemblers","7242","Electronics fitters",2209,360
"8-54","Reparadores de equipamentos elétricos e eletrônicos","","","",2210,
"8-54.05","Eletricista de manutenção, em geral","Electricians, general","7241","Electrical mechanics and fitters",2211,359
"8-54.10","Reparador de aparelhos eletrônicos, em geral","Electronic maintenance and repair technicians, general","7243","Electronics mechanics and servicers",2212,361
"8-54.15","Eletricista de manutenção de máquinas","Machine electricians","7241","Electrical mechanics and fitters",2213,359
"8-54.30","Reparador de aparelhos eletrodomésticos","Household appliances repair technicians","7241","Electrical mechanics and fitters",2214,359
"8-54.40","Operador eletromecânico","Electro-mechanical operators","7241","Electrical mechanics and fitters",2215,359
"8-54.90","Outros reparadores de equipamentos elétricos e eletrônicos","Other electrical and electronic repair technicians","7241","Electrical mechanics and fitters",2216,359
"8-55","Eletricistas de instalações","","","",2217,
"8-55.10","Eletricista de instalações, em geral","Electrical line installers, general","7245","Electrical line installers, repairers and cable jointers",2218,363
"8-55.20","Eletricista de instalações (edifícios)","Electrical line installers (buildings)","7137","Building and related electricians",2219,336
"8-55.30","Eletricista de instalações (aeronaves)","Electrical line installers (aircraft)","7245","Electrical line installers, repairers and cable jointers",2220,363
"8-55.35","Eletricista de instalações (embarcações)","Electrical line installers (vessels)","7245","Electrical line installers, repairers and cable jointers",2221,363
"8-55.40","Eletricista de instalações (veículos automotores e máquinas operatrizes, exceto ","Electrical line installers (automotive vehicles and machinery, except vessels an","7245","Electrical line installers, repairers and cable jointers",2222,363
"8-55.50","Eletricista de instalações (cenários)","Electrical line installers (stage and studio)","7137","Building and related electricians",2223,336
"8-55.90","Outros eletricistas de instalações","Other electrical line installers","7245","Electrical line installers, repairers and cable jointers",2224,363
"8-56","Instaladores e reparadores de equipamentos e aparelhos de telecomunicação","","","",2225,
"8-56.40","Instalador-reparador de estações telefônicas","Telegraph and telephone installers and servicers","7244","Telegraph and telephone installers and servicers",2226,362
"8-56.45","Instalador-reparador de centrais privadas de comutação telefônica","Telephone installers and servicers (private household lines)","7244","Telegraph and telephone installers and servicers",2227,362
"8-56.50","Instalador-reparador de linhas e aparelhos telefônicos","Telephone installers and servicers (private household lines and jacks)","7244","Telegraph and telephone installers and servicers",2228,362
"8-56.55","Consertador de centrais privadas de comutação telefônica","Telephone servicers (private household lines)","7244","Telegraph and telephone installers and servicers",2229,362
"8-56.60","Instalador de aparelhos telegráficos e teleimpressores","Telegraph and teleprinter device installers","7244","Telegraph and telephone installers and servicers",2230,362
"8-56.70","Reparador de aparelhos telefônicos","Telephone device servicers","7244","Telegraph and telephone installers and servicers",2231,362
"8-56.80","Reparador de aparelhos telegráficos e teleimpressores","Telegraph and teleprinter device servicers","7244","Telegraph and telephone installers and servicers",2232,362
"8-56.85","Reparador de estações telefônicas","Telephone station servicers","7244","Telegraph and telephone installers and servicers",2233,362
"8-56.90","Outros instaladores e reparadores de equipamentos e aparelhos de telecomunicação","Other installers and servicers of telecommunication equipment","7244","Telegraph and telephone installers and servicers",2234,362
"8-57","Instaladores e reparadores de linhas elétricas e de telecomunicações","","","",2235,
"8-57.20","Instalador de linhas elétricas de alta e baixa tensão (rede aérea)","Electrical cable installers (low and high voltage)","7245","Electrical line installers, repairers and cable jointers",2236,363
"8-57.30","Instalador eletricista (tração de veículos)","Electrical cable installer (vehicles)","7245","Electrical line installers, repairers and cable jointers",2237,363
"8-57.40","Instalador-reparador de redes telegráficas e telefônicas","Installers and repairers (telegraph and telephone networks)","7244","Telegraph and telephone installers and servicers",2238,362
"8-57.50","Emendador de cabos elétricos e telefônicos (áereos e subterrâneos)","Electrical and telephone cable repairers (air and subterranean)","7245","Electrical line installers, repairers and cable jointers",2239,363
"8-57.60","Eletricista de manutenção de linhas elétricas e telefônicas","Maintenance electricians (electrical and telephone lines)","7245","Electrical line installers, repairers and cable jointers",2240,363
"8-57.70","Examinador de cabos, linhas e aparelhos telefônicos","Telephone cable, line and device examiners","7244","Telegraph and telephone installers and servicers",2241,362
"8-57.80","Ligador de linhas telefônicas","Telephone line activators","7244","Telegraph and telephone installers and servicers",2242,362
"8-57.90","Outros instaladores e reparadores de linhas elétricas e de telecomunicações","Other installers and servicers of electrical lines for telecommunication","7245","Electrical line installers, repairers and cable jointers",2243,363
"8-59","Eletricistas, eletrônicos e trabalhadores assemelhados não-classificados sob out","","","",2244,
"8-59.30","Operador de linha de montagem (aparelhos elétricos)","Assembly line operators (electric devices)","8171","Automated-assembly-line operators",2245,438
"8-59.40","Operador de linha de montagem (aparelhos eletrônicos)","Assembly line operators (electronic devices)","8171","Automated-assembly-line operators",2246,438
"8-59.50","Bobinador eletricista, à mão","Electrical coilmakers, manual","7241","Electrical mechanics and fitters",2247,359
"8-59.60","Bobinador eletricista, à máquina","Electrical coilmakers, machine-operating","8282","Electrical-equipment assemblers",2248,479
"8-59.90","Outros eletricistas, eletrônicos e trabalhadores assemelhados não-classificados ","Other electricians, electronic workers and similar workers n.e.c.","7241","Electrical mechanics and fitters",2249,359
"8-6","OPERADORES DE ESTAÇÕES DE RÁDIO E TELEVISÃO E DE EQUIPAMENTOS DE SONORIZAÇÃO E P","","","",2250,
"8-61","Operadores de estações de rádio e televisão","","","",2251,
"8-61.23","Operador de estação de rádio","Radio station operators","3132","Broadcasting and telecommunications equipment operators",2252,142
"8-61.25","Operador de estação de televisão","Television station operators","3132","Broadcasting and telecommunications equipment operators",2253,142
"8-61.35","Operador de equipamento de estúdio de rádio","Radio studio equipment operators","3132","Broadcasting and telecommunications equipment operators",2254,142
"8-61.40","Operador de equipamento de estúdio de televisão","Television studio equipment operators","3132","Broadcasting and telecommunications equipment operators",2255,142
"8-61.45","Operador de vídeo","Video operators","3132","Broadcasting and telecommunications equipment operators",2256,142
"8-61.90","Outros operadores de estações de rádio e televisão","Other radio and television station operators","3132","Broadcasting and telecommunications equipment operators",2257,142
"8-62","Operadores de equipamentos de sonorização, cenografia e projeção","","","",2258,
"8-62.20","Operador de equipamento de gravação de som","Sound recording equipment operators","3131","Photographers and image and sound recording equipment operators",2259,141
"8-62.30","Operador de equipamento de amplificação de som","Sound amplifiying equipment operators","3131","Photographers and image and sound recording equipment operators",2260,141
"8-62.35","Montador de filmes","Film assemblers","3131","Photographers and image and sound recording equipment operators",2261,141
"8-62.40","Operador de projetor cinematográfico","Cinematographic projector operators","3131","Photographers and image and sound recording equipment operators",2262,141
"8-62.50","Sonoplasta","Sound technicians","3131","Photographers and image and sound recording equipment operators",2263,141
"8-62.60","Maquinista de cenário","Machine operators (stage and studio)","8290","Other machine operators and assemblers",2264,485
"8-62.90","Outros operadores de equipamentos de sonorização, cenografia e projeção","Other sound, scenery, and projection operators","3131","Photographers and image and sound recording equipment operators",2265,141
"8-7","ENCANADORES, SOLDADORES, CHAPEADORES, CALDEIREIROS E MONTADORES DE ESTRUTURAS ME","","","",2266,
"8-71","Encanadores e instaladores de tubulações","","","",2267,
"8-71.05","Encanador, em geral","Plumbers, general","7136","Plumbers and pipe fitters",2268,335
"8-71.10","Instalador de tubulações, em geral","Piping installers, general","7136","Plumbers and pipe fitters",2269,335
"8-71.20","Instalador de tubulações de gás combustível (produção e distribuição)","Combustible gas piping installers (production and distribution)","7136","Plumbers and pipe fitters",2270,335
"8-71.30","Instalador de tubulações (embarcações)","Piping installers (vessels)","7136","Plumbers and pipe fitters",2271,335
"8-71.40","Instalador de tubulações (aeronaves)","Piping installers (aircraft)","7136","Plumbers and pipe fitters",2272,335
"8-71.50","Instalador de tubulações de vapor (produção e distribuição)","Steam engine piping installers (production and distribution)","7136","Plumbers and pipe fitters",2273,335
"8-71.60","Assentador de canalização (edificações)","Sewage piping installers (buildings)","7136","Plumbers and pipe fitters",2274,335
"8-71.90","Outros encanadores e instaladores de tubulações","Other plumbers and piping installers","7136","Plumbers and pipe fitters",2275,335
"8-72","Soldadores e oxicortadores","","","",2276,
"8-72.10","Soldador, em geral","Welders, general","7212","Welders and flamecutters",2277,344
"8-72.15","Soldador a oxigás","Oxygen welders","7212","Welders and flamecutters",2278,344
"8-72.25","Soldador elétrico","Electric welders","7212","Welders and flamecutters",2279,344
"8-72.32","Soldador a eletrogás","Electrogas welders","7212","Welders and flamecutters",2280,344
"8-72.35","Operador de máquina de soldar a ponto","Point welding machine operators","7212","Welders and flamecutters",2281,344
"8-72.45","Soldador a solda forte","Welders (strong welding)","7212","Welders and flamecutters",2282,344
"8-72.47","Soldador a solda fraca","Welders (weak welding)","7212","Welders and flamecutters",2283,344
"8-72.50","Oxicortador, à mão","Oxygen cutters, manual","7212","Welders and flamecutters",2284,344
"8-72.55","Oxicortador, à máquina","Oxygen cutters, machine-operating","8290","Other machine operators and assemblers",2285,485
"8-72.90","Outros soldadores e oxicortadores","Other welders and oxygen cutters","7212","Welders and flamecutters",2286,344
"8-73","Chapeadores e caldeireiros","","","",2287,
"8-73.10","Chapeador, em geral","Sheet metal workers, general","7213","Sheet metal workers",2288,345
"8-73.20","Riscador de chapas","Sheet metal markers","7213","Sheet metal workers",2289,345
"8-73.25","Operador de desempenadeira","Sheet metal flattening machine operators","7213","Sheet metal workers",2290,345
"8-73.30","Caldeireiro (chapas de cobre)","Furnace operators (copper sheet metal)","7213","Sheet metal workers",2291,345
"8-73.35","Operador de máquina de dobrar chapas","Sheet metal folding machine operators","7213","Sheet metal workers",2292,345
"8-73.40","Funileiro","Sheet metal rolling machine operators","7213","Sheet metal workers",2293,345
"8-73.50","Caldeireiro (chapas de ferro e aço)","Furnace operators (iron and steel sheet metal)","7213","Sheet metal workers",2294,345
"8-73.55","Operador de máquina de cilindrar chapas","Cylindrical shaping machine operators","7213","Sheet metal workers",2295,345
"8-73.60","Caldeireiro (tipografia)","Furnace operators (printing)","7213","Sheet metal workers",2296,345
"8-73.70","Chapeador de carrocerias metálicas","Sheet metal workers (metal car bodies)","7213","Sheet metal workers",2297,345
"8-73.80","Chapeador de aeronaves","Sheet metal workers (aircraft)","7213","Sheet metal workers",2298,345
"8-73.85","Chapeador naval","Sheet metal workers (vessels)","7213","Sheet metal workers",2299,345
"8-73.90","Outros chapeadores e caldeireiros","Other sheet metal workers and furnace operators","7213","Sheet metal workers",2300,345
"8-74","Montadores de estruturas metálicas e trabalhadores assemelhados","","","",2301,
"8-74.20","Riscador de estruturas metálicas","Metal structure markers","7214","Structural-metal preparers and erectors",2302,346
"8-74.30","Preparador de estruturas metálicas","Metal structure preparers","7214","Structural-metal preparers and erectors",2303,346
"8-74.40","Montador de estruturas metálicas","Metal structure assemblers","7214","Structural-metal preparers and erectors",2304,346
"8-74.50","Montador de estruturas metálicas de embarcações","Metal structure assemblers (vessels)","7214","Structural-metal preparers and erectors",2305,346
"8-74.60","Rebitador, à mão","Rivet pressers, manual","7214","Structural-metal preparers and erectors",2306,346
"8-74.65","Rebitador, à máquina","Rivet pressers, machine-operating","8290","Other machine operators and assemblers",2307,485
"8-74.70","Rebitador a martelo pneumático","Rivet pressers (hydraulic hammer)","7214","Structural-metal preparers and erectors",2308,346
"8-74.90","Outros montadores de estruturas metálicas e trabalhadores assemelhados","Other metal structure and similar workers","7214","Structural-metal preparers and erectors",2309,346
"8-8","JOALHEIROS E OURIVES","","","",2310,
"8-80","Joalheiros e ourives","","","",2311,
"8-80.10","Joalheiro, em geral","Jewelers, general","7313","Jewellery and precious-metal workers",2312,368
"8-80.20","Joalheiro (reparações)","Jewelers (repair)","7313","Jewellery and precious-metal workers",2313,368
"8-80.30","Lapidador (jóias)","Gem cutters (jewel manufacturing)","7313","Jewellery and precious-metal workers",2314,368
"8-80.40","Engastador (jóias)","Gem setters (jewel manufacturing)","7313","Jewellery and precious-metal workers",2315,368
"8-80.50","Ourives","Goldsmiths","7313","Jewellery and precious-metal workers",2316,368
"8-80.60","Laminador de metais preciosos, à máquina","Precious metal laminators, machine-operating","8223","Metal finishing-, plating- and coating-machine operators",2317,447
"8-80.70","Laminador de metais preciosos, à mão","Precious metal laminators, manual","7313","Jewellery and precious-metal workers",2318,368
"8-80.80","Gravador (joalheria e ourivesaria)","Engravers (jewelry and precious metals)","7313","Jewellery and precious-metal workers",2319,368
"8-80.90","Outros joalheiros e ourives","Other jewelers and goldsmiths","7313","Jewellery and precious-metal workers",2320,368
"8-9","VIDREIROS, CERAMISTAS E TRABALHADORES ASSEMELHADOS","","","",2321,
"8-90","Sopradores e moldadores de vidros e trabalhadores assemelhados","","","",2322,
"8-90.20","Soprador de vidro","Glass blowers","7322","Glass makers, cutters, grinders and finishers",2323,371
"8-90.25","Soprador de vidro (material de laboratório)","Glass blowers (lab materials)","7322","Glass makers, cutters, grinders and finishers",2324,371
"8-90.30","Operador de máquina de soprar vidro","Glass blowing machine operators","8131","Glass and ceramics kiln and related machine operators",2325,420
"8-90.40","Moldador de lentes","Glass lens designers","8139","Glass, ceramics and related plant operators not elsewhere classified",2326,421
"8-90.45","Operador de prensa de moldar vidro","Glass press and molding machine operators","8131","Glass and ceramics kiln and related machine operators",2327,420
"8-90.50","Operador de máquina de estirar vidro","Glass stretching machine operators","8131","Glass and ceramics kiln and related machine operators",2328,420
"8-90.60","Laminador de chapas de vidro","Glass laminators","8139","Glass, ceramics and related plant operators not elsewhere classified",2329,421
"8-90.70","Operador de máquina extrusora de varetas e tubos de vidro","Glass pipe and stick making maching operators","8131","Glass and ceramics kiln and related machine operators",2330,420
"8-90.80","Curvador de tubos de vidro","Glass cylindrical shaping machine operators","8131","Glass and ceramics kiln and related machine operators",2331,420
"8-90.90","Outros sopradores e moldadores de vidros e trabalhadores assemelhados","Other glass blowers, molders and similar workers","7322","Glass makers, cutters, grinders and finishers",2332,371
"8-91","Cortadores e polidores de vidros","","","",2333,
"8-91.48","Polidor de vidros e cristais","Glass and crystal polishers","7322","Glass makers, cutters, grinders and finishers",2334,371
"8-91.52","Operador de banho metálico de vidro por flutuação","Glass finishers (metallic bath)","7322","Glass makers, cutters, grinders and finishers",2335,371
"8-91.56","Cortador de vidro","Glass cutters","7322","Glass makers, cutters, grinders and finishers",2336,371
"8-91.60","Cortador de cristais de óptica","Optical crystal cutters","7322","Glass makers, cutters, grinders and finishers",2337,371
"8-91.64","Biselador de cristais","Crystal cutters (at angle)","7322","Glass makers, cutters, grinders and finishers",2338,371
"8-91.68","Polidor de cristais de óptica, à máquina","Optical crystal polishers, machine-operating","7322","Glass makers, cutters, grinders and finishers",2339,371
"8-91.90","Outros cortadores e polidores de vidros","Other glass cutters and polishers","7322","Glass makers, cutters, grinders and finishers",2340,371
"8-92","Ceramistas e trabalhadores assemelhados","","","",2341,
"8-92.10","Ceramista, em geral","Ceramists, general","7321","Abrasive wheel formers, potters and related workers",2342,370
"8-92.15","Ceramista (modelador)","Ceramists (design)","7321","Abrasive wheel formers, potters and related workers",2343,370
"8-92.20","Ceramista (moldador)","Ceramists (molding)","7321","Abrasive wheel formers, potters and related workers",2344,370
"8-92.25","Ceramista (torno de pedal ou motor)","Ceramists (pedal-turning or engine-aided)","7321","Abrasive wheel formers, potters and related workers",2345,370
"8-92.30","Ceramista (torno semi-automático)","Ceramists (semi-automatic turning)","7321","Abrasive wheel formers, potters and related workers",2346,370
"8-92.40","Oleiro (fabricação de tijolos)","Brick makers","7321","Abrasive wheel formers, potters and related workers",2347,370
"8-92.43","Oleiro (fabricação de telhas)","Brick makers (roof tiles)","7321","Abrasive wheel formers, potters and related workers",2348,370
"8-92.50","Ceramista prensador (prensa hidráulica)","Ceramists (hydraulic press)","8139","Glass, ceramics and related plant operators not elsewhere classified",2349,421
"8-92.55","Ceramista prensador (prensa extrusora)","Ceramists (extruder)","8139","Glass, ceramics and related plant operators not elsewhere classified",2350,421
"8-92.90","Outros ceramistas e trabalhadores assemelhados","Other ceramists and similar workers","7321","Abrasive wheel formers, potters and related workers",2351,370
"8-93","Forneiros (vidraria e cerâmica)","","","",2352,
"8-93.20","Forneiro (fundição de vidro)","Oven operators (glass fusion)","7322","Glass makers, cutters, grinders and finishers",2353,371
"8-93.30","Forneiro (recozimento de vidro)","Oven operators (glass recooking)","7322","Glass makers, cutters, grinders and finishers",2354,371
"8-93.40","Temperador de vidro","Glass blending specialists","7322","Glass makers, cutters, grinders and finishers",2355,371
"8-93.50","Forneiro (faiança e porcelana)","Oven operators (faience and porcelain)","7322","Glass makers, cutters, grinders and finishers",2356,371
"8-93.60","Forneiro (materiais de construção)","Oven operators (building materials)","7322","Glass makers, cutters, grinders and finishers",2357,371
"8-93.90","Outros forneiros (vidraria e cerâmica)","Other oven operators (glass and ceramics)","7322","Glass makers, cutters, grinders and finishers",2358,371
"8-94","Gravadores de vidro","","","",2359,
"8-94.20","Gravador de vidro, a esmeril","Glass engravers (drilling)","7323","Glass engravers and etchers",2360,372
"8-94.30","Gravador de vidro, à água-forte","Glass engravers (with strong waters)","7323","Glass engravers and etchers",2361,372
"8-94.40","Gravador de vidro, a jato de areia","Glass engravers (with sand finishing)","7323","Glass engravers and etchers",2362,372
"8-94.90","Outros gravadores de vidro","Other glass engravers","7323","Glass engravers and etchers",2363,372
"8-95","Pintores e decoradores de vidro e cerâmica","","","",2364,
"8-95.20","Decorador de vidro, a pincel","Glass decorators (with paint brushes)","7324","Glass, ceramics and related decorative painters",2365,373
"8-95.30","Pintor de cerâmica, a pincel","Ceramic painters (with paint brushes)","7324","Glass, ceramics and related decorative painters",2366,373
"8-95.40","Decorador de cerâmica (estresidores e decalques)","Ceramic decorators (decals)","7324","Glass, ceramics and related decorative painters",2367,373
"8-95.50","Pintor de cerâmica, à pistola","Ceramic painters (with air brushes)","7324","Glass, ceramics and related decorative painters",2368,373
"8-95.55","Decorador de vidro, à pistola","Glass decorators (with air brushes)","7324","Glass, ceramics and related decorative painters",2369,373
"8-95.60","Esmaltador de cerâmica por imersão","Ceramic enamel painters (by immersion)","7324","Glass, ceramics and related decorative painters",2370,373
"8-95.70","Espelhador","Mirror makers","7324","Glass, ceramics and related decorative painters",2371,373
"8-95.90","Outros pintores e decoradores de vidro e cerâmica","Other glass and ceramic painters and decorators","7324","Glass, ceramics and related decorative painters",2372,373
"8-99","Vidreiros, ceramistas e trabalhadores assemelhados não-classificados sob outras ","","","",2373,
"8-99.20","Preparador de massa (fabricação de vidro)","Dough preparers (glass production)","7322","Glass makers, cutters, grinders and finishers",2374,371
"8-99.30","Preparador de massa de argila","Clay dough preparers","7321","Abrasive wheel formers, potters and related workers",2375,370
"8-99.40","Preparador de barbotina","Barbotine preparers (barbotine ware)","8131","Glass and ceramics kiln and related machine operators",2376,420
"8-99.50","Preparador de esmaltes (cerâmica)","Enamel preparers (ceramics)","7321","Abrasive wheel formers, potters and related workers",2377,370
"8-99.60","Preparador de massa (fabricação de abrasivos)","Dough preparers (production of abrasives)","7321","Abrasive wheel formers, potters and related workers",2378,370
"8-99.70","Extrusor de fios ou fibras de vidro","Glass wire and fibre extruder specialists","7322","Glass makers, cutters, grinders and finishers",2379,371
"8-99.90","Outros vidreiros, ceramistas e trabalhadores assemelhados não-classificados sob ","Other glass, ceramic and similar workers n.e.c.","7321","Abrasive wheel formers, potters and related workers",2380,370
"9-0","TRABALHADORES DE FABRICAÇÃO DE PRODUTOS DE BORRACHA E PLÁSTICO","","","",2381,
"9-01","Trabalhadores de fabricação de produtos de borracha (exceto pneumáticos)","","","",2382,
"9-01.20","Bamburista","Bamboo workers","8285","Wood and related products assemblers",2383,482
"9-01.25","Calandrista de borracha","Calender roll operators (rubber application)","8231","Rubber-products machine operators",2384,451
"9-01.30","Trefilador de borracha","Rubber wire makers","8231","Rubber-products machine operators",2385,451
"9-01.35","Moldador de borracha (por compressão)","Rubber molders (for compression)","8231","Rubber-products machine operators",2386,451
"9-01.40","Montador de produtos de borracha","Rubber products assemblers","8284","Metal-, rubber- and plastic-products assemblers",2387,481
"9-01.90","Outros trabalhadores de fabricação de produtos de borracha (exceto pneumáticos)","Other rubber products workers (except tires)","8284","Metal-, rubber- and plastic-products assemblers",2388,481
"9-02","Trabalhadores de fabricação, vulcanização e reparação de pneumáticos","","","",2389,
"9-02.20","Confeccionador de pneumáticos","Tire assemblers","8284","Metal-, rubber- and plastic-products assemblers",2390,481
"9-02.30","Vulcanizador de pneumáticos","Tire vulcanization specialists","8231","Rubber-products machine operators",2391,451
"9-02.40","Borracheiro","Tire repair workers","8231","Rubber-products machine operators",2392,451
"9-02.90","Outros trabalhadores de fabricação, vulcanização e reparação de pneumáticos","Other tire vulcanization and repair workers","8231","Rubber-products machine operators",2393,451
"9-03","Trabalhadores de fabricação de produtos de plástico","","","",2394,
"9-03.20","Moldador de plástico (por injeção)","Plastic molders (for injection)","8232","Plastic-products machine operators",2395,452
"9-03.30","Moldador de plástico (por compressão)","Plastic molders (for compression)","8232","Plastic-products machine operators",2396,452
"9-03.40","Laminador de plástico","Plastic laminators","8232","Plastic-products machine operators",2397,452
"9-03.50","Montador de produtos de plástico","Plastic products fitters","8284","Metal-, rubber- and plastic-products assemblers",2398,481
"9-03.60","Confeccionador de produtos de plástico","Plastic products assemblers","8284","Metal-, rubber- and plastic-products assemblers",2399,481
"9-03.90","Outros trabalhadores de fabricação de produtos de plástico","Other plastic products workers","8232","Plastic-products machine operators",2400,452
"9-1","CONFECCIONADORES DE PRODUTOS DE PAPEL E PAPELÃO","","","",2401,
"9-10","Confeccionadores de produtos de papel e papelão","","","",2402,
"9-10.20","Cartonageiro, à mão (caixas de papelão)","Cardboard box makers, manual","7331","Handicraft workers in wood and related materials",2403,375
"9-10.30","Cartonageiro, à máquina","Cardboard box makers, machine-operating","8253","Paper-products machine operators",2404,458
"9-10.50","Operador de máquina de cortar e dobrar papelão","Cardboard cutting and folding machine operators","8253","Paper-products machine operators",2405,458
"9-10.60","Operador de prensa de embutir papelão","Cardboard pressing machine operators","8253","Paper-products machine operators",2406,458
"9-10.70","Confeccionador de bolsas, sacos e sacolas de papel, à máquina","Paper bag and package assemblers, machine-operating","8286","Paperboard, textile and related products assemblers",2407,483
"9-10.80","Confeccionador de sacos de celofane, à máquina","Celophane bag and package assemblers, machine-operating","8286","Paperboard, textile and related products assemblers",2408,483
"9-10.90","Outros confeccionadores de produtos de papel e papelão","Other paper and cardboard assembly workers","8253","Paper-products machine operators",2409,458
"9-2","TRABALHADORES DAS ARTES GRÁFICAS","","","",2410,
"9-21","Compositores tipográficos e trabalhadores assemelhados","","","",2411,
"9-21.10","Tipógrafo, em geral","Printers, general","8251","Printing-machine operators",2412,456
"9-21.15","Compositor, à máquina","Composers, machine-operating","8251","Printing-machine operators",2413,456
"9-21.20","Compositor manual","Composers, manual","7341","Compositors, typesetters and related workers",2414,378
"9-21.30","Linotipista","Linotype printers","8251","Printing-machine operators",2415,456
"9-21.35","Monotipista","Monotype printers","8251","Printing-machine operators",2416,456
"9-21.40","Operador de máquina de fundir tipos","Typesetting machine operators","8251","Printing-machine operators",2417,456
"9-21.43","Diagramador","Graphics editors","7341","Compositors, typesetters and related workers",2418,378
"9-21.45","Paginador","Page editors","7341","Compositors, typesetters and related workers",2419,378
"9-21.50","Montador de corte e vinco","Assemblers (cut and folded materials)","7341","Compositors, typesetters and related workers",2420,378
"9-21.55","Operador de máquina fotocompositora","Photo editors","7341","Compositors, typesetters and related workers",2421,378
"9-21.65","Programador de fotocomposição","Photo programmers","8224","Photographic-products machine operators",2422,448
"9-21.70","Digitador de fotocomposição","Digital photo editors","8224","Photographic-products machine operators",2423,448
"9-21.80","Artefinalista","Final publication editors","7341","Compositors, typesetters and related workers",2424,378
"9-21.90","Outros compositores tipográficos e trabalhadores assemelhados","Other printing and similar workers","7341","Compositors, typesetters and related workers",2425,378
"9-22","Impressores","","","",2426,
"9-22.07","Distribuidor","Distributors","8251","Printing-machine operators",2427,456
"9-22.10","Impressor, em geral","Printers, general","8251","Printing-machine operators",2428,456
"9-22.15","Preparador de tintas","Ink preparars","8251","Printing-machine operators",2429,456
"9-22.20","Impressor de máquina cilíndrica","Cylindrical printer operators","8251","Printing-machine operators",2430,456
"9-22.25","Impressor minervista","Small-press printers (Minerva presses)","8251","Printing-machine operators",2431,456
"9-22.27","Pautador","Printing editors","7341","Compositors, typesetters and related workers",2432,378
"9-22.30","Impressor de rotativa","Rotating press printers","8251","Printing-machine operators",2433,456
"9-22.35","Impressor de relevo","Relief printers","8251","Printing-machine operators",2434,456
"9-22.40","Impressor de ofsete","Offset printers","8251","Printing-machine operators",2435,456
"9-22.50","Impressor litográfico","Lithographic printers","8251","Printing-machine operators",2436,456
"9-22.60","Impressor de rotogravura","Rotogravure printers","8251","Printing-machine operators",2437,456
"9-22.70","Impressor de papéis decorativos","Decorative paper printers","8251","Printing-machine operators",2438,456
"9-22.80","Impressor de corte e vinco","Cut and folded materials printers","8251","Printing-machine operators",2439,456
"9-22.85","Operador de prelo","Letterpress printers","8251","Printing-machine operators",2440,456
"9-22.90","Outros impressores","Other printers","8251","Printing-machine operators",2441,456
"9-23","Estereotipistas e eletrotipistas","","","",2442,
"9-23.20","Estereotipista","Stereotypers","7342","Stereotypers and electrotypers",2443,379
"9-23.30","Eletrotipista","Electrotypers","7342","Stereotypers and electrotypers",2444,379
"9-23.90","Outros estereotipistas e eletrotipistas","Other stereotypers and electrotypers","7342","Stereotypers and electrotypers",2445,379
"9-24","Gravadores e clicheristas (exceto fotogravadores)","","","",2446,
"9-24.15","Gravador de pedras litográficas","Stone lithograph engravers","7343","Printing engravers and etchers",2447,380
"9-24.20","Gravador de chapas, cilindros e matrizes de impressão, à mão","Sheet metal, cylinders and printing matrices engravers, manual","7343","Printing engravers and etchers",2448,380
"9-24.25","Copiador de clichês tipográficos","Printing cliché copiers","7343","Printing engravers and etchers",2449,380
"9-24.27","Montador de clichês","Cliché makers","7343","Printing engravers and etchers",2450,380
"9-24.29","Gravador em máquinas automáticas","Automatic machine engravers","7343","Printing engravers and etchers",2451,380
"9-24.30","Clicherista (madeira, borracha ou linóleo)","Cliché makers (wood, rubber or linoleum)","7343","Printing engravers and etchers",2452,380
"9-24.32","Confeccionador de clichês de flexografia","Cliché assemblers (flexography)","7343","Printing engravers and etchers",2453,380
"9-24.35","Gravador de autotipia","Autotype engravers","7343","Printing engravers and etchers",2454,380
